source,condition,seed,status,heldout,null_gap,truth_error,G,score_kind,code_version,epsilon
P6,layered_hard_negative,116.0,ok,0.28625,-0.1,0.38486798896624197,0.0,exact,f2a6c1d,
P6,layered_hard_negative,117.0,ok,0.0475,0.12000000000000001,0.4633884186483945,0.3415289533790139,exact,f2a6c1d,
P6,layered_hard_negative,117.0,ok,0.12,0.04125000000000001,0.3785258116019159,0.0,exact,f2a6c1d,
P6,layered_hard_negative,117.0,ok,0.05,0.1825,0.18280137166974414,1.0,exact,f2a6c1d,
P6,layered_hard_negative,117.0,ok,0.1575,-0.0037500000000000033,0.41246372806411497,0.0,exact,f2a6c1d,
P6,layered_hard_negative,117.0,ok,0.1625,0.022499999999999992,0.39161966156325545,0.0,exact,f2a6c1d,
P6,layered_hard_negative,117.0,ok,0.2525,-0.047500000000000014,0.4242063492063492,0.0,exact,f2a6c1d,
P6,layered_hard_negative,117.0,ok,0.16625,0.1275,0.41164738731551653,0.0,exact,f2a6c1d,
P6,layered_hard_negative,117.0,ok,0.10125,0.04249999999999998,0.18460930293846356,0.0,exact,f2a6c1d,
P6,layered_hard_negative,118.0,ok,0.0625,0.23625000000000002,0.4750101037316449,0.3124747406708879,exact,f2a6c1d,
P6,layered_hard_negative,118.0,ok,0.22875,-0.013750000000000012,0.3680192848533548,0.0,exact,f2a6c1d,
P6,layered_hard_negative,118.0,ok,0.1525,-0.023749999999999993,0.32348305752561074,0.0,exact,f2a6c1d,
P6,layered_hard_negative,118.0,ok,0.05,0.20750000000000002,0.4670944838885855,0.33226379027853636,exact,f2a6c1d,
P6,layered_hard_negative,118.0,ok,0.12875,0.007500000000000007,0.3841838097782527,0.0,exact,f2a6c1d,
P6,layered_hard_negative,118.0,ok,0.24625,-0.09,0.38524266736814416,0.0,exact,f2a6c1d,
P6,layered_hard_negative,118.0,ok,0.1475,0.05500000000000002,0.4210804385153877,0.025000000000000133,exact,f2a6c1d,
P6,layered_hard_negative,118.0,ok,0.20375,-0.04374999999999998,0.35349020638885237,0.0,exact,f2a6c1d,
P6,layered_hard_negative,119.0,ok,0.0825,0.023749999999999993,0.47983328851841894,0.0,exact,f2a6c1d,
P6,layered_hard_negative,119.0,ok,0.24125,-0.01999999999999999,0.313903743315508,0.0,exact,f2a6c1d,
P6,layered_hard_negative,119.0,ok,0.24125,-0.0325,0.38366107958294837,0.0,exact,f2a6c1d,
P6,layered_hard_negative,119.0,ok,0.08375,0.105,0.4341337674671008,0.41466558133224807,exact,f2a6c1d,
P6,layered_hard_negative,119.0,ok,0.2475,-0.05249999999999999,0.35689236579444295,0.0,exact,f2a6c1d,
P6,layered_hard_negative,119.0,ok,0.15625,0.026249999999999996,0.4379860287333597,0.0,exact,f2a6c1d,
P6,layered_hard_negative,119.0,ok,0.06375,0.125,0.2678332888057708,0.75,exact,f2a6c1d,
P6,layered_hard_negative,119.0,ok,0.115,0.14375,0.21889431323393588,0.35,exact,f2a6c1d,
P1,dilution_analogue,300,ok,0.021,,0.09367755532139094,0.8754829645240604,two_gate_analogue,f2a6c1d,0.0
P1,dilution_analogue,300,ok,0.014,,0.12012644889357219,0.6991570073761855,two_gate_analogue,f2a6c1d,0.15
P1,dilution_analogue,300,ok,0.036,,0.17776606954689148,0.3148928696873901,two_gate_analogue,f2a6c1d,0.3
P1,dilution_analogue,300,ok,0.012,,0.23009596119371506,0.0,two_gate_analogue,f2a6c1d,0.45
P1,dilution_analogue,300,ok,0.047,,0.33812107671028835,0.0,two_gate_analogue,f2a6c1d,0.6
P1,dilution_analogue,300,ok,0.152,,0.4659235668789809,0.0,two_gate_analogue,f2a6c1d,0.75
P1,dilution_analogue,300,ok,0.2,,0.5117869922121658,0.0,two_gate_analogue,f2a6c1d,0.9
P1,dilution_analogue,300,ok,0.255,,0.49378292939936774,0.0,two_gate_analogue,f2a6c1d,1.0
P1,dilution_analogue,301,ok,0.02,,0.09678100263852243,0.8547933157431837,two_gate_analogue,f2a6c1d,0.0
P1,dilution_analogue,301,ok,0.022,,0.12063324538258575,0.695778364116095,two_gate_analogue,f2a6c1d,0.15
P1,dilution_analogue,301,ok,0.027,,0.16889684964703403,0.3740210023531064,two_gate_analogue,f2a6c1d,0.3
P1,dilution_analogue,301,ok,0.035,,0.22765171503957785,0.0,two_gate_analogue,f2a6c1d,0.45
P1,dilution_analogue,301,ok,0.057,,0.29639830508474574,0.0,two_gate_analogue,f2a6c1d,0.6
P1,dilution_analogue,301,ok,0.197,,0.4066574790628644,0.0,two_gate_analogue,f2a6c1d,0.75
P1,dilution_analogue,301,ok,0.248,,0.4862326574172892,0.0,two_gate_analogue,f2a6c1d,0.9
P1,dilution_analogue,301,ok,0.183,,0.48929142248268515,0.0,two_gate_analogue,f2a6c1d,1.0
P1,dilution_analogue,302,ok,0.028,,0.09922138047138047,0.8385241301907969,two_gate_analogue,f2a6c1d,0.0
P1,dilution_analogue,302,ok,0.041,,0.11963383838383838,0.68,two_gate_analogue,f2a6c1d,0.15
P1,dilution_analogue,302,ok,0.023,,0.14414983164983164,0.5390011223344557,two_gate_analogue,f2a6c1d,0.3
P1,dilution_analogue,302,ok,0.044,,0.20517676767676768,0.13215488215488208,two_gate_analogue,f2a6c1d,0.45
P1,dilution_analogue,302,ok,0.107,,0.2674406332453826,0.0,two_gate_analogue,f2a6c1d,0.6
P1,dilution_analogue,302,ok,0.292,,0.5124158249158249,0.0,two_gate_analogue,f2a6c1d,0.75
P1,dilution_analogue,302,ok,0.284,,0.4851569126378287,0.0,two_gate_analogue,f2a6c1d,0.9
P1,dilution_analogue,302,ok,0.315,,0.5094299863028132,0.0,two_gate_analogue,f2a6c1d,1.0
P1,dilution_analogue,303,ok,0.024,,0.08889825152728038,0.9073449898181307,two_gate_analogue,f2a6c1d,0.0
P1,dilution_analogue,303,ok,0.02,,0.10469770381293449,0.8020153079137701,two_gate_analogue,f2a6c1d,0.15
P1,dilution_analogue,303,ok,0.032,,0.15009479671371392,0.4993680219085738,two_gate_analogue,f2a6c1d,0.3
P1,dilution_analogue,303,ok,0.04,,0.18804324782700868,0.24637834781994206,two_gate_analogue,f2a6c1d,0.45
P1,dilution_analogue,303,ok,0.057,,0.2778313511196828,0.0,two_gate_analogue,f2a6c1d,0.6
P1,dilution_analogue,303,ok,0.162,,0.4793742633665488,0.0,two_gate_analogue,f2a6c1d,0.75
P1,dilution_analogue,303,ok,0.189,,0.5041339834640661,0.0,two_gate_analogue,f2a6c1d,0.9
P1,dilution_analogue,303,ok,0.247,,0.5005299978800085,0.0,two_gate_analogue,f2a6c1d,1.0
P1,dilution_analogue,304,ok,0.02,,0.10110352075669994,0.8259765282886671,two_gate_analogue,f2a6c1d,0.0
P1,dilution_analogue,304,ok,0.045,,0.12485549132947976,0.6000000000000001,two_gate_analogue,f2a6c1d,0.15
P1,dilution_analogue,304,ok,0.045,,0.1488176563321072,0.5078822911192853,two_gate_analogue,f2a6c1d,0.3
P1,dilution_analogue,304,ok,0.049,,0.18192327903310562,0.2871781397792958,two_gate_analogue,f2a6c1d,0.45
P1,dilution_analogue,304,ok,0.117,,0.26967592592592593,0.0,two_gate_analogue,f2a6c1d,0.6
P1,dilution_analogue,304,ok,0.219,,0.43667937314697164,0.0,two_gate_analogue,f2a6c1d,0.75
P1,dilution_analogue,304,ok,0.254,,0.5066978524346162,0.0,two_gate_analogue,f2a6c1d,0.9
P1,dilution_analogue,304,ok,0.291,,0.49591858369553693,0.0,two_gate_analogue,f2a6c1d,1.0
P1,dilution_analogue,305,ok,0.023,,0.09838133277275594,0.844124448181627,two_gate_analogue,f2a6c1d,0.0
P1,dilution_analogue,305,ok,0.035,,0.12728610468782847,0.6514259687478101,two_gate_analogue,f2a6c1d,0.15
P1,dilution_analogue,305,ok,0.035,,0.1559806600798823,0.4601289328007847,two_gate_analogue,f2a6c1d,0.3
P1,dilution_analogue,305,ok,0.042,,0.2190126050420168,0.03991596638655459,two_gate_analogue,f2a6c1d,0.45
P1,dilution_analogue,305,ok,0.162,,0.37714104461831255,0.0,two_gate_analogue,f2a6c1d,0.6
P1,dilution_analogue,305,ok,0.276,,0.4792768027067033,0.0,two_gate_analogue,f2a6c1d,0.75
P1,dilution_analogue,305,ok,0.259,,0.4887202192705039,0.0,two_gate_analogue,f2a6c1d,0.9
P1,dilution_analogue,305,ok,0.256,,0.47591948572030773,0.0,two_gate_analogue,f2a6c1d,1.0
P1,dilution_analogue,306,ok,0.029,,0.0878577441077441,0.9142817059483725,two_gate_analogue,f2a6c1d,0.0
P1,dilution_analogue,306,ok,0.028,,0.12110690235690236,0.6926206509539843,two_gate_analogue,f2a6c1d,0.15
P1,dilution_analogue,306,ok,0.025,,0.16077441077441076,0.4281705948372615,two_gate_analogue,f2a6c1d,0.3
P1,dilution_analogue,306,ok,0.049,,0.2342113614725484,0.0,two_gate_analogue,f2a6c1d,0.45
P1,dilution_analogue,306,ok,0.051,,0.311964897260274,0.0,two_gate_analogue,f2a6c1d,0.6
P1,dilution_analogue,306,invalid: epsilon=0.75: only 29 eligible targets,,,,0.0,two_gate_analogue,f2a6c1d,0.75
P1,dilution_analogue,306,ok,0.276,,0.5341077085533263,0.0,two_gate_analogue,f2a6c1d,0.9
P1,dilution_analogue,306,ok,0.281,,0.5003156565656566,0.0,two_gate_analogue,f2a6c1d,1.0
P1,dilution_analogue,307,ok,0.014,,0.10703363914373089,0.7864424057084607,two_gate_analogue,f2a6c1d,0.0
P1,dilution_analogue,307,ok,0.023,,0.09859749024570284,0.842683398361981,two_gate_analogue,f2a6c1d,0.15
P1,dilution_analogue,307,ok,0.023,,0.1193223928004235,0.7045173813305099,two_gate_analogue,f2a6c1d,0.3
P1,dilution_analogue,307,ok,0.024,,0.15627316040232928,0.4581789306511381,two_gate_analogue,f2a6c1d,0.45
P1,dilution_analogue,307,ok,0.088,,0.2769605249232723,0.0,two_gate_analogue,f2a6c1d,0.6
P1,dilution_analogue,307,ok,0.245,,0.43568025410269984,0.0,two_gate_analogue,f2a6c1d,0.75
P1,dilution_analogue,307,ok,0.257,,0.5033428844317096,0.0,two_gate_analogue,f2a6c1d,0.9
P1,dilution_analogue,307,ok,0.233,,0.49728116003838363,0.0,two_gate_analogue,f2a6c1d,1.0
P1,dilution_analogue,308,ok,0.014,,0.10018963337547408,0.8320691108301728,two_gate_analogue,f2a6c1d,0.0
P1,dilution_analogue,308,ok,0.013,,0.1400126422250316,0.566582385166456,two_gate_analogue,f2a6c1d,0.15
P1,dilution_analogue,308,ok,0.022,,0.1592565212799662,0.43828985813355864,two_gate_analogue,f2a6c1d,0.3
P1,dilution_analogue,308,ok,0.035,,0.20527207283506246,0.13151951443291687,two_gate_analogue,f2a6c1d,0.45
P1,dilution_analogue,308,ok,0.049,,0.2443024494142705,0.0,two_gate_analogue,f2a6c1d,0.6
P1,dilution_analogue,308,ok,0.22,,0.4832910321489002,0.0,two_gate_analogue,f2a6c1d,0.75
P1,dilution_analogue,308,ok,0.288,,0.510085542295913,0.0,two_gate_analogue,f2a6c1d,0.9
P1,dilution_analogue,308,ok,0.211,,0.5199449793672627,0.0,two_gate_analogue,f2a6c1d,1.0
P1,dilution_analogue,309,ok,0.015,,0.0969232384752704,0.8538450768315307,two_gate_analogue,f2a6c1d,0.0
P1,dilution_analogue,309,ok,0.024,,0.1486926388743043,0.5087157408379712,two_gate_analogue,f2a6c1d,0.15
P1,dilution_analogue,309,ok,0.024,,0.14197206762574818,0.5535195491616788,two_gate_analogue,f2a6c1d,0.3
P1,dilution_analogue,309,ok,0.033,,0.22839441352514964,0.0,two_gate_analogue,f2a6c1d,0.45
P1,dilution_analogue,309,ok,0.088,,0.3167069200882075,0.0,two_gate_analogue,f2a6c1d,0.6
P1,dilution_analogue,309,ok,0.161,,0.4345269347894571,0.0,two_gate_analogue,f2a6c1d,0.75
P1,dilution_analogue,309,ok,0.214,,0.48272603171269557,0.0,two_gate_analogue,f2a6c1d,0.9
P1,dilution_analogue,309,ok,0.328,,0.4765305050929329,0.0,two_gate_analogue,f2a6c1d,1.0
P1,dilution_analogue,310,ok,0.007,,0.09027704624460128,0.8981530250359915,two_gate_analogue,f2a6c1d,0.0
P1,dilution_analogue,310,ok,0.013,,0.11303065416622775,0.7464623055584816,two_gate_analogue,f2a6c1d,0.15
P1,dilution_analogue,310,ok,0.031,,0.18266090803750132,0.2822606130833245,two_gate_analogue,f2a6c1d,0.3
P1,dilution_analogue,310,ok,0.027,,0.23480106100795756,0.0,two_gate_analogue,f2a6c1d,0.45
P1,dilution_analogue,310,ok,0.045,,0.333262464122462,0.0,two_gate_analogue,f2a6c1d,0.6
P1,dilution_analogue,310,ok,0.19,,0.4141596683320931,0.0,two_gate_analogue,f2a6c1d,0.75
P1,dilution_analogue,310,ok,0.154,,0.5269238923044308,0.0,two_gate_analogue,f2a6c1d,0.9
P1,dilution_analogue,310,ok,0.212,,0.5086516142646128,0.0,two_gate_analogue,f2a6c1d,1.0
P1,dilution_analogue,311,ok,0.034,,0.10821643286573146,0.7785571142284569,two_gate_analogue,f2a6c1d,0.0
P1,dilution_analogue,311,ok,0.039,,0.1301550469359772,0.6322996870934853,two_gate_analogue,f2a6c1d,0.15
P1,dilution_analogue,311,ok,0.021,,0.1340663988158173,0.6062240078945512,two_gate_analogue,f2a6c1d,0.3
P1,dilution_analogue,311,ok,0.029,,0.14950306618735462,0.5033128920843025,two_gate_analogue,f2a6c1d,0.45
P1,dilution_analogue,311,ok,0.178,,0.27654843832715725,0.0,two_gate_analogue,f2a6c1d,0.6
P1,dilution_analogue,311,invalid: epsilon=0.75: only 29 eligible targets,,,,0.0,two_gate_analogue,f2a6c1d,0.75
P1,dilution_analogue,311,ok,0.322,,0.4988720592974541,0.0,two_gate_analogue,f2a6c1d,0.9
P1,dilution_analogue,311,ok,0.228,,0.49199699215812653,0.0,two_gate_analogue,f2a6c1d,1.0
P1,dilution_analogue,312,ok,0.053,,0.11203450452345887,0.44000000000000006,two_gate_analogue,f2a6c1d,0.0
P1,dilution_analogue,312,ok,0.042,,0.10382916053019146,0.66,two_gate_analogue,f2a6c1d,0.15
P1,dilution_analogue,312,ok,0.018,,0.14296233957500526,0.5469177361666315,two_gate_analogue,f2a6c1d,0.3
P1,dilution_analogue,312,ok,0.051,,0.1757837155480749,0.328108563012834,two_gate_analogue,f2a6c1d,0.45
P1,dilution_analogue,312,ok,0.114,,0.3102278749337573,0.0,two_gate_analogue,f2a6c1d,0.6
P1,dilution_analogue,312,ok,0.151,,0.46086219680118634,0.0,two_gate_analogue,f2a6c1d,0.75
P1,dilution_analogue,312,ok,0.257,,0.5113612455291395,0.0,two_gate_analogue,f2a6c1d,0.9
P1,dilution_analogue,312,ok,0.32,,0.48586796034591856,0.0,two_gate_analogue,f2a6c1d,1.0
P1,dilution_analogue,313,ok,0.015,,0.09354566547141953,0.8763622301905365,two_gate_analogue,f2a6c1d,0.0
P1,dilution_analogue,313,ok,0.019,,0.11959502214722632,0.7026998523518244,two_gate_analogue,f2a6c1d,0.15
P1,dilution_analogue,313,ok,0.014,,0.1392766497461929,0.5714890016920474,two_gate_analogue,f2a6c1d,0.3
P1,dilution_analogue,313,ok,0.061,,0.19289501590668082,0.21403322728879448,two_gate_analogue,f2a6c1d,0.45
P1,dilution_analogue,313,ok,0.146,,0.3381914893617021,0.0,two_gate_analogue,f2a6c1d,0.6
P1,dilution_analogue,313,ok,0.116,,0.4418233981510998,0.0,two_gate_analogue,f2a6c1d,0.75
P1,dilution_analogue,313,ok,0.281,,0.5285304430985017,0.0,two_gate_analogue,f2a6c1d,0.9
P1,dilution_analogue,313,ok,0.333,,0.476357454043141,0.0,two_gate_analogue,f2a6c1d,1.0
P1,dilution_analogue,314,ok,0.028,,0.10747368421052632,0.7835087719298246,two_gate_analogue,f2a6c1d,0.0
P1,dilution_analogue,314,ok,0.023,,0.11873684210526315,0.708421052631579,two_gate_analogue,f2a6c1d,0.15
P1,dilution_analogue,314,ok,0.025,,0.14842105263157895,0.5105263157894736,two_gate_analogue,f2a6c1d,0.3
P1,dilution_analogue,314,ok,0.026,,0.18263157894736842,0.2824561403508771,two_gate_analogue,f2a6c1d,0.45
P1,dilution_analogue,314,ok,0.087,,0.2628421052631579,0.0,two_gate_analogue,f2a6c1d,0.6
P1,dilution_analogue,314,ok,0.23,,0.42347368421052634,0.0,two_gate_analogue,f2a6c1d,0.75
P1,dilution_analogue,314,ok,0.207,,0.43894736842105264,0.0,two_gate_analogue,f2a6c1d,0.9
P1,dilution_analogue,314,ok,0.315,,0.5188421052631579,0.0,two_gate_analogue,f2a6c1d,1.0
P1,dilution_analogue,315,ok,0.015,,0.09921177088807147,0.8385881940795235,two_gate_analogue,f2a6c1d,0.0
P1,dilution_analogue,315,ok,0.017,,0.10761954808197582,0.7825363461201611,two_gate_analogue,f2a6c1d,0.15
P1,dilution_analogue,315,ok,0.02,,0.14062007356805045,0.5625328428796637,two_gate_analogue,f2a6c1d,0.3
P1,dilution_analogue,315,ok,0.015,,0.19379926431949554,0.20800490453669634,two_gate_analogue,f2a6c1d,0.45
P1,dilution_analogue,315,ok,0.124,,0.31758751581611133,0.0,two_gate_analogue,f2a6c1d,0.6
P1,dilution_analogue,315,ok,0.202,,0.42639214849583956,0.0,two_gate_analogue,f2a6c1d,0.75
P1,dilution_analogue,315,ok,0.276,,0.5367778596232768,0.0,two_gate_analogue,f2a6c1d,0.9
P1,dilution_analogue,315,ok,0.262,,0.5047819232790332,0.0,two_gate_analogue,f2a6c1d,1.0
P1,dilution_analogue,316,ok,0.021,,0.08504367961267235,0.9330421359155177,two_gate_analogue,f2a6c1d,0.0
P1,dilution_analogue,316,ok,0.009,,0.1278812756551942,0.6474581622987053,two_gate_analogue,f2a6c1d,0.15
P1,dilution_analogue,316,ok,0.037,,0.1455636248815914,0.5295758341227239,two_gate_analogue,f2a6c1d,0.3
P1,dilution_analogue,316,ok,0.016,,0.18166508788548574,0.2888994140967617,two_gate_analogue,f2a6c1d,0.45
P1,dilution_analogue,316,ok,0.156,,0.35775181559835806,0.0,two_gate_analogue,f2a6c1d,0.6
P1,dilution_analogue,316,ok,0.185,,0.461109356909799,0.0,two_gate_analogue,f2a6c1d,0.75
P1,dilution_analogue,316,ok,0.223,,0.5305757288706452,0.0,two_gate_analogue,f2a6c1d,0.9
P1,dilution_analogue,316,ok,0.261,,0.5095253131249342,0.0,two_gate_analogue,f2a6c1d,1.0
P1,dilution_analogue,317,ok,0.031,,0.10327455919395466,0.811502938706969,two_gate_analogue,f2a6c1d,0.0
P1,dilution_analogue,317,ok,0.024,,0.116183879093199,0.72544080604534,two_gate_analogue,f2a6c1d,0.15
P1,dilution_analogue,317,ok,0.032,,0.14357682619647355,0.5428211586901763,two_gate_analogue,f2a6c1d,0.3
P1,dilution_analogue,317,ok,0.073,,0.2043157894736842,0.04000000000000015,two_gate_analogue,f2a6c1d,0.45
P1,dilution_analogue,317,ok,0.131,,0.3592490453966907,0.0,two_gate_analogue,f2a6c1d,0.6
P1,dilution_analogue,317,ok,0.208,,0.4426351638995317,0.0,two_gate_analogue,f2a6c1d,0.75
P1,dilution_analogue,317,ok,0.291,,0.5112431056427662,0.0,two_gate_analogue,f2a6c1d,0.9
P1,dilution_analogue,317,ok,0.243,,0.4696648281714043,0.0,two_gate_analogue,f2a6c1d,1.0
P1,dilution_analogue,318,ok,0.022,,0.09755840875605136,0.8496106082929908,two_gate_analogue,f2a6c1d,0.0
P1,dilution_analogue,318,ok,0.027,,0.10860871395495685,0.7759419069669544,two_gate_analogue,f2a6c1d,0.15
P1,dilution_analogue,318,ok,0.012,,0.11850136813302463,0.709990879113169,two_gate_analogue,f2a6c1d,0.3
P1,dilution_analogue,318,ok,0.024,,0.1948010945064197,0.20132603662386866,two_gate_analogue,f2a6c1d,0.45
P1,dilution_analogue,318,ok,0.04,,0.22788203753351208,0.0,two_gate_analogue,f2a6c1d,0.6
P1,dilution_analogue,318,ok,0.289,,0.4509094777151367,0.0,two_gate_analogue,f2a6c1d,0.75
P1,dilution_analogue,318,ok,0.219,,0.4931637519872814,0.0,two_gate_analogue,f2a6c1d,0.9
P1,dilution_analogue,318,ok,0.181,,0.5098835345656587,0.0,two_gate_analogue,f2a6c1d,1.0
P1,dilution_analogue,319,ok,0.032,,0.09670976558393778,0.8552682294404148,two_gate_analogue,f2a6c1d,0.0
P1,dilution_analogue,319,ok,0.028,,0.1251970987070325,0.66535267528645,two_gate_analogue,f2a6c1d,0.15
P1,dilution_analogue,319,ok,0.015,,0.1450293624161074,0.5331375838926173,two_gate_analogue,f2a6c1d,0.3
P1,dilution_analogue,319,ok,0.026,,0.2680042238648363,0.0,two_gate_analogue,f2a6c1d,0.45
P1,dilution_analogue,319,ok,0.094,,0.2894428464898264,0.0,two_gate_analogue,f2a6c1d,0.6
P1,dilution_analogue,319,ok,0.153,,0.36430474160895043,0.0,two_gate_analogue,f2a6c1d,0.75
P1,dilution_analogue,319,ok,0.319,,0.4880611270296084,0.0,two_gate_analogue,f2a6c1d,0.9
P1,dilution_analogue,319,ok,0.216,,0.49524011000634655,0.0,two_gate_analogue,f2a6c1d,1.0
